,category,definition,name,note,provenance,provenance_uri,resource_uri,term,vocabulary_id,vocabulary_status
85,,"9,10-Dimethylanthracene (C16H14), a polycyclic aromatic hydrocarbon (PAH)","9,10-Dimethylanthracene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/9_10_Dimethylanthracene/,9_10_Dimethylanthracene,386,Current
86,,The amount of radiation absorbed by a material,Absorbance,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/absorbance/,absorbance,388,Current
87,,"The relative representation of a species in a particular ecosystem. If this generic term is used, the publisher should specify/qualify the species, class, etc. being measured in the method, qualifier, or other appropriate field.",Abundance,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/abundance/,abundance,389,Current
88,,Acenaphthene (C12H10),Acenaphthene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acenaphthene/,acenaphthene,390,Current
89,,"Acenaphthylene (C12H8), a polycyclic aromatic hydrocarbon (PAH)",Acenaphthylene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acenaphthylene/,acenaphthylene,391,Current
90,,Acetate,Acetate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acetate/,acetate,392,Current
91,,Acetic Acid (C2H4O2),Acetic Acid,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aceticAcid/,aceticAcid,393,Current
92,,Acetone (C3H6O),Acetone,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acetone/,acetone,394,Current
93,,Acetophenone (C6H5C(O)CH3),Acetophenone,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acetophenone/,acetophenone,395,Current
94,,Acid neutralizing capacity,Acid neutralizing capacity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acidNeutralizingCapacity/,acidNeutralizingCapacity,401,Current
95,Chemistry,"Phosphatase enzymes are used by soil microorganisms to access organically bound phosphate nutrients. An assay on the rates of activity of these enzymes may be used to ascertain biological demand for phosphates in the soil. Some plant roots, especially cluster roots, exude carboxylates that perform acid phosphatase activity, helping to mobilise phosphorus in nutrient-deficient soils.",Acid phosphatase,,Wikipedia,https://en.wikipedia.org/wiki/Acid_phosphatase,/api/v1/variablename/acidPhosphatase/,acidPhosphatase,402,Current
96,,CO2 acidity,"Acidity, CO2 acidity",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acidityCO2Acidity/,acidityCO2Acidity,396,Current
97,,"The total amount of the Cation Exchange Capacity (CEC) of a soil that is due to H+ and Al3+ ions. It is a proportion of the total acidity and it is dependent on the type of soil and the percentage of the CEC that is composed of exchangeable bases (Ca2+, Mg2+, K+).","Acidity, exchange",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acidityExchange/,acidityExchange,397,Current
98,,Hot Acidity,"Acidity, hot",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acidityHot/,acidityHot,398,Current
99,,Mineral Acidity,"Acidity, mineral acidity",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acidityMineralAcidity/,acidityMineralAcidity,399,Current
100,,Total acidity,"Acidity, total acidity",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/acidityTotalAcidity/,acidityTotalAcidity,400,Current
101,,Adamantane (C10H16),Adamantane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/adamantane/,adamantane,403,Current
102,,Code for the agency which analyzed the sample,Agency code,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/agencyCode/,agencyCode,404,Current
103,,The ratio of reflected to incident light.,Albedo,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/albedo/,albedo,405,Current
104,,Aldrin (C12H8Cl6),Aldrin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aldrin/,aldrin,406,Current
105,,Bicarbonate Alkalinity,"Alkalinity, bicarbonate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/alkalinityBicarbonate/,alkalinityBicarbonate,407,Current
106,,Carbonate Alkalinity,"Alkalinity, carbonate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/alkalinityCarbonate/,alkalinityCarbonate,408,Current
107,,"Alkalinity, carbonate plus bicarbonate","Alkalinity, carbonate plus bicarbonate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/alkalinityCarbonatePlusBicarbonate/,alkalinityCarbonatePlusBicarbonate,409,Current
108,,Hydroxide Alkalinity,"Alkalinity, hydroxide",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/alkalinityHydroxide/,alkalinityHydroxide,410,Current
109,,Total Alkalinity,"Alkalinity, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/alkalinityTotal/,alkalinityTotal,411,Current
110,,The phytoplankton pigment Alloxanthin,Alloxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/alloxanthin/,alloxanthin,412,Current
111,Chemistry,An enzyme with system name alpha-N-acetyl-D-glucosaminide N-acetylglucosaminohydrolase.[1][2][3][4] This enzyme catalyses the following chemical reaction: Hydrolysis of terminal non-reducing N-acetyl-D-glucosamine residues in N-acetyl-alpha-D-glucosaminides.,Alpha-N-Acetylglucosaminidase,,Wikipedia,https://en.wikipedia.org/wiki/Alpha-N-acetylglucosaminidase,/api/v1/variablename/alphaNAcetylglucosaminidase/,alphaNAcetylglucosaminidase,413,Current
112,,"Altitude or height (sometimes known as depth) is defined based on the context in which it is used (aviation, geometry, geographical survey, sport, atmospheric pressure, and many more). As a general definition, altitude is a distance measurement, usually in the vertical or ""up"" direction, between a reference datum and a point or object. The reference datum also often varies according to the context. Although the term altitude is commonly used to mean the height above sea level of a location, in geography the term elevation is often preferred for this usage.",Altitude,,Wikipedia,https://en.wikipedia.org/wiki/Altitude,/api/v1/variablename/altitude/,altitude,1537,Current
113,,"Aluminium (in Commonwealth English) or Aluminum (in American English) is a chemical element in the boron group with symbol Al and atomic number 13. It is a silvery-white, soft, nonmagnetic, ductile metal.",Aluminum,,Wikipedia,https://en.wikipedia.org/wiki/Aluminium,/api/v1/variablename/aluminum/,aluminum,1520,Current
114,,Dissolved Aluminum (Al),"Aluminum, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aluminumDissolved/,aluminumDissolved,414,Current
115,,Particulate aluminum in suspension,"Aluminum, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aluminumParticulate/,aluminumParticulate,415,Current
116,,Aluminum (Al). Total indicates was measured on a whole water sample.,"Aluminum, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aluminumTotal/,aluminumTotal,416,Current
117,,Ammonium (NH4) flux,Ammonium flux,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/ammoniumFlux/,ammoniumFlux,417,Current
118,,Aniline (C6H7N),Aniline,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aniline/,aniline,418,Current
119,,"Anthracene (C14H10), a polycyclic aromatic hydrocarbon (PAH)",Anthracene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/anthracene/,anthracene,419,Current
120,,"Dissolved antimony (Sb).""Dissolved"" indicates measurement was on a filtered sample.","Antimony, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/antimonyDissolved/,antimonyDissolved,420,Current
121,,Ratio of concentrations of antimony in two phases in equilibrium with each other. Phases must be specified.,"Antimony, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/antimonyDistributionCoefficient/,antimonyDistributionCoefficient,421,Current
122,,Particulate antimony (Sb) in suspension,"Antimony, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/antimonyParticulate/,antimonyParticulate,422,Current
123,,"Total antimony (Sb). ""Total"" indicates was measured on a whole water (unfiltered) sample.","Antimony, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/antimonyTotal/,antimonyTotal,423,Current
124,,Area of a measurement location,Area,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/area/,area,424,Current
125,,Argon,Argon,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/argon/,argon,425,Current
126,,Dissolved Argon,"Argon, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/argonDissolved/,argonDissolved,426,Current
127,,"Aroclor-1016 (C24H13Cl7), a PCB mixture",Aroclor-1016,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aroclor_1016/,aroclor_1016,427,Current
128,,"Aroclor-1242 (C12H6Cl4), a PCB mixture",Aroclor-1242,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aroclor_1242/,aroclor_1242,428,Current
129,,"Aroclor-1254 (C12H5Cl5), a PCB mixture",Aroclor-1254,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aroclor_1254/,aroclor_1254,429,Current
130,,"Aroclor-1260 (C12H3Cl7), a PCB mixture",Aroclor-1260,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/aroclor_1260/,aroclor_1260,430,Current
131,,"Dissolved Arsenic. For chemical terms, dissolved represents a filtered sample.","Arsenic, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/arsenicDissolved/,arsenicDissolved,431,Current
132,,Ratio of concentrations of arsenic in two phases in equilibrium with each other. Phases must be specified.,"Arsenic, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/arsenicDistributionCoefficient/,arsenicDistributionCoefficient,432,Current
133,,Particulate arsenic (As) in suspension,"Arsenic, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/arsenicParticulate/,arsenicParticulate,433,Current
134,,Total arsenic (As). Total indicates was measured on a whole water sample.,"Arsenic, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/arsenicTotal/,arsenicTotal,434,Current
135,,Areal coverage of the plant Asteridae,Asteridae coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/asteridaeCoverage/,asteridaeCoverage,435,Current
136,,Dissolved Barium (Ba),"Barium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bariumDissolved/,bariumDissolved,436,Current
137,,Ratio of concentrations of barium in two phases in equilibrium with each other. Phases must be specified,"Barium, distribution coefficient",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bariumDistributionCoefficient/,bariumDistributionCoefficient,437,Current
138,,Particulate barium (Ba) in suspension,"Barium, particulate",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bariumParticulate/,bariumParticulate,438,Current
139,,"Total Barium (Ba). For chemical terms, ""total"" indicates an unfiltered sample.","Barium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bariumTotal/,bariumTotal,439,Current
140,,Barometric pressure,Barometric pressure,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/barometricPressure/,barometricPressure,440,Current
141,,The portion of streamflow (discharge) that is supplied by groundwater sources.,Baseflow,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/baseflow/,baseflow,441,Current
142,,Areal coverage of the plant Batis maritima,Batis maritima Coverage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/batisMaritimaCoverage/,batisMaritimaCoverage,442,Current
143,,The battery temperature of a datalogger or sensing system,Battery temperature,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/batteryTemperature/,batteryTemperature,443,Current
144,,"The battery voltage of a datalogger or sensing system, often recorded as an indicator of data reliability",Battery voltage,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/batteryVoltage/,batteryVoltage,444,Current
145,,Benthic species,Benthos,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benthos/,benthos,445,Current
146,,"Benz(a)anthracene (C18H12), a polycyclic aromatic hydrocarbon (PAH)",Benz(a)anthracene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benz_a_anthracene/,benz_a_anthracene,455,Current
147,,Benzene (C6H6),Benzene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzene/,benzene,446,Current
148,,"Benzo(a)pyrene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",Benzo(a)pyrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzo_a_pyrene/,benzo_a_pyrene,448,Current
149,,"Benzo(b)fluoranthene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",Benzo(b)fluoranthene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzo_b_fluoranthene/,benzo_b_fluoranthene,449,Current
150,,"Benzo(b)fluorene (C17H12), a polycyclic aromatic hydrocarbon (PAH)",Benzo(b)fluorene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzo_b_fluorene/,benzo_b_fluorene,450,Current
151,,"Benzo(e)pyrene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",Benzo(e)pyrene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzo_e_pyrene/,benzo_e_pyrene,451,Current
152,,"Benzo(g,h,i)perylene (C22H12), a polycyclic aromatic hydrocarbon (PAH)","Benzo(g,h,i)perylene",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzo_g_h_i_perylene/,benzo_g_h_i_perylene,452,Current
153,,"Benzo(k)fluoranthene (C20H12), a polycyclic aromatic hydrocarbon (PAH)",Benzo(k)fluoranthene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzo_k_fluoranthene/,benzo_k_fluoranthene,453,Current
154,,Benzoic acid (C7H6O2),Benzoic acid,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzoicAcid/,benzoicAcid,447,Current
155,,Benzyl alcohol (C7H8O),Benzyl alcohol,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/benzylAlcohol/,benzylAlcohol,454,Current
156,,"Dissolved Beryllium (Be) . For chemical terms, ""dissolved""indicates a filtered sample.","Beryllium, dissolved",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/berylliumDissolved/,berylliumDissolved,456,Current
157,,"Total Beryllium (Be). For chemical terms, ""total"" indicates an unfiltered sample.","Beryllium, total",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/berylliumTotal/,berylliumTotal,457,Current
158,Chemistry,"Beta-glucosidase catalyzes the hydrolysis of the glycosidic bonds to terminal non-reducing residues in beta-D-glucosides and oligosaccharides, with release of glucose.",Beta-glucosidase,,Wikipedia,https://en.wikipedia.org/wiki/Beta-glucosidase,/api/v1/variablename/betaGlucosidase/,betaGlucosidase,458,Current
159,,Bicarbonate (HCO3-),Bicarbonate,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bicarbonate/,bicarbonate,459,Current
160,,Bifenthrin (C23H22ClF3O2),Bifenthrin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/bifenthrin/,bifenthrin,460,Current
161,,Hydrated silica (SiO2 nH20),Biogenic silica,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/biogenicSilica/,biogenicSilica,461,Current
162,,"Mass of living biological organisms in a given area or ecosystem at a given time. If this generic term is used, the publisher should specify/qualify the species, class, etc. being measured in the method, qualifier, or other appropriate field.",Biomass,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,/api/v1/variablename/biomass/,biomass,462,Current
